linea;sublinea;subgrupo;subgrup2;nombre;refer;codigo;nomprov;q_fin;s_fin;qventa;valoriz1;marca;nomb_marca;talla;refabrica;cod_ref;pvta1i
01;;;;ACCESORIO BICICLETA HJ-031 120 CHINA;HJ-031 120 CHINA;02949;;1;10900;0;0;01;PRINCIPAL;;;;15000
01;;;;ACCESORIO BICICLETA INFLADOR 100 CHINA;100 CHINA;02950;;1;18200;0;0;01;PRINCIPAL;;;;25000
01;;;;ALMOHADA PUMARON;;04026;;1;31933;0;0;0310;JUANCHO;;;;50000
01;;;;ALTAVOZ BLUETOOTH K13;K13;00018;;1;34235,92;0;0;01;PRINCIPAL;;;;55000
01;;;;ASADERA RECTANGULAR ATA NRO4;;01198;;3;75630,24;0;0;01;PRINCIPAL;;;;42000
01;;;;ASADOR AREPAS ALAMBRE 247;247;00036;;3;7743,09;0;0;01;PRINCIPAL;;;;4300
01;;;;ASATODO VERDE SUECO;;02488;;1;75030,01;0;0;0251;SUECO;;;;125000
01;;;;ASIENTO PLASTICO PARA SILLA KARLA JUANCHO;;10292;;2;20000;0;0;0310;JUANCHO;;;;22000
01;;;;BASE CRUCERA NEGRA MJYD;BCNG;10289;;2;140000;0;0;0574;MJYD;;;;120000
01;;;;BATIDORA EN ACERO No 1;;01226;;2;10204,08;0;0;01;PRINCIPAL;;;;8500
01;;;;BAÑERA VIP ESTAMPADA 10120 VANYPLAS;10120 VANYPLAS;00759;;1;19607,84;0;0;0120;VANYPLAS;;;;35000
01;;;;BEBEDERO AUTOMATICO 250 LITROS + KIT POLINTER;;05375;;10;1214100;0;0;0440;POLINTER;;;;190000
01;;;;BICICLETA TODO TERRENO K44 FRENO SHIMANO AZ SUEH;K44;05004;;2;1352074,071;1;0;0427;SUEH;;;;910000
01;;;;BOMBILLO LED 50W K-BLEDHP50C KALLEY;K-BLEDHP50C;04877;;4;108480;0;0;0011;KALLEY;;;;48000
01;;;;BOMBILLO LUZ BLANCA AHORRADOR DE ENERGIA 18W INFINITA;;03929;;2;15000;0;0;0372;INFINITA;;;;17000
01;;;;BOTA CUERO NO BUCK ORO;;04046;;5;238950;0;0;0310;JUANCHO;;;;70000
01;;;;BOTA FALKOR N°39  NEGRO WORKMAN;N°39;07372;;1;67983;0;0;0310;JUANCHO;;;;120000
01;;;;BOTA FALKOR N°42  NEGRO WORKMAN;N°42;07373;;1;67983;0;0;0310;JUANCHO;;;;120000
01;;;;BOTA NOBUCK CHOCOLATE GRULLA;NOBUCK;05351;;2;102366;0;0;0438;GRULLA;;;;95000
01;;;;BOTAS 38-43 PARA DOTACION IMPERIO;38-43;09817;;5;381935;0;0;0720;IMPERIO;;;;130000
01;;;;BOTAS BAJA MACHA;;03927;;1;19496;0;0;0371;MACHA;39;;;35000
01;;;;BOTELLON 1 LITRO 620556 PLINZA;620556 PLINZA;00123;;1;3460;0;0;0171;PLINZA;;;;7500
01;;;;BUTAQUITO PLEGABLE AZUL 180307 VANYPLAS;180307 VANYPLAS;00818;;1;22238,2129;3;0;0120;VANYPLAS;;;;39000
01;;;;BUTAQUITO PLEGABLE PLATA 180308 VANYPLAS;180308 VANYPLAS;01761;;1;13725,49;0;0;0120;VANYPLAS;;;;24500
01;;;;CALCULADORA MX-12B 100 CASIO;.MX-12B;03972;;4;64000;0;0;0376;CASIO;;;;21600
01;;;;CAMARA PARA CARRO A5 JUANCHO;A5;05819;;1;50820;0;0;0310;JUANCHO;;;;175000
01;;;;CAMARA POWER SHOT PSELPH190IS(BK) NEGRA CANON;PSELPH190IS(BK);00658;;1;448179,27;0;0;0018;CANON;;;;720000
01;;;;CAMARA SPORT WIFI ACRYLIC BLACK F60 JALTECH;F60;04561;;1;45699;0;0;0408;JALTECH;;;;75000
01;;;;CASA PARA PERROS NEGRO/TAUPE RIMAX;;04516;;1;195556;0;0;0029;RIMAX;;;;260000
01;;;;CASA PARA PERROS ROJO/TAUPE 12700 RIMAX;12700;08469;;1;188688,28;0;0;0029;RIMAX;;;;320000
01;;;;CHOCOLATERA ALUMINIOS HEXALUM;HEXALUM;01258;;1;27010,8;0;0;0075;HEXALUM;;;;45000
01;;;;CINTA ANCHA X 500MTS TRANSPRENTE JDR;;03457;;24;360806,76;0;0;0310;JUANCHO;;;;32500
01;;;;COCINETA A GAS 2 PUESTOS PIMIENTA HACEB;;04071;;3;105849;0;0;0030;HACEB;;;;58000
01;;;;COMBO PLANCHA PRO NANO TITANIO;;03429;;3;120000;0;0;0310;JUANCHO;;;;120000
01;;;;"COMPUTADOR PORTATIL 14"" A515-51-56AW ACER";A515-51-56AW;00214;;1;1176470,59;0;0;0020;ACER;;;;1890000
01;;;;COMPUTADOR PORTATIL HP245G6 4GB RAM HP;HP245G6 HP;00223;;1;617996,0567;0;0;0004;HP;;;;890000
01;;;;COMPUTADOR PORTATIL X441UA-WX131 ASUS;X441UA-WX131;00219;;1;821662;0;0;0218;ASUS;;;;1320000
01;;;;CONTROL MAGGUI;MAGGUI;02778;;5;186667;0;0;01;PRINCIPAL;;;;65000
01;;;;CONTROL MAGIC LINE N-MR18A LG;N-MR18A LG;02810;;5;26,25;0;0;0019;LG;;;;120000
01;;;;CONTROL SAMSUNG RM-D1078+1 SMART HUAYU;RM-D1078+1;04618;;1;6303;0;0;0410;HUAYU;;;;28000
01;;;;CORRECTOR DE LAPIZ OF252 8ML OFFI-ESCO;OF-252;09027;;1;1344,54;0;0;0665;OFFI-ESCO;;;;3500
01;;;;CORTADORA DE CABELLO  HC5850 110V REMINGTON;HC5850;04183;;1;122503;0;0;0027;REMINGTON;;;;205000
01;;;;CUADRO FUBC0967;FUBC0967;03058;;1;44400;0;0;01;PRINCIPAL;;;;70000
01;;;;CUADRO FUBC0979;FUBC0979;03059;;1;43200;0;0;01;PRINCIPAL;;;;67000
01;;;;CUADRO IMAGEN ELEFANTEB FUBC0971;FUBC0971;04787;;2;62521;0;0;0270;JA;;;;55000
01;;;;CUCHARILLA PEQUEÑA;;01275;;7;9243,71;0;0;01;PRINCIPAL;;;;2200
01;;;;CUCHARITA JA181574 PORTAL DEL HOGAR;JA181574;04463;;2;532,2223;0;0;0134;PORTAL DEL HOGAR;;;;800
01;;;;CUCHILLO No 2 CACHA NEGRA TRAMONTINA;TRAMONTINA;00290;;12;97238,88;0;0;0079;TRAMONTINA;;;;13500
01;;;;DELANTAL DE LAVAR DL16 HULE JUANCHO;;00296;;1;10672;0;0;01;PRINCIPAL;;;;28000
01;;;;DISPENSADOR DE AGUA CON FILTRO K-WDLL15 KALLEY;K-WDLL15;04397;;3;1097629,2;0;0;0011;KALLEY;;;;590000
01;;;;DISPENSADOR DE LQUIDOS 3 LITROS RENGA;3 LITROS RENGA;02994;;1;18241,8666;0;0;01;PRINCIPAL;;;;38500
01;;;;DVD MULTI-REPRODUCTOR KB-DVD1018 KROMBI;;03310;;2;95200;0;0;0106;KROMBI;;;;85000
01;;;;ELECTRODO PARA AGUA;;00143;;2;5353,26;0;0;01;PRINCIPAL;;;;4300
01;;;;ESCRITORIO MEDIANO JUANCHO;;04991;;4;1163542,36;0;0;0310;JUANCHO;;;;450000
01;;;;ESTANTE MEDIANO BASES METALICAS JUANCHO;;04992;;9;863703,9596;0;0;0310;JUANCHO;;;;160000
01;;;;EXTINTOR ABC PQS 10 LIBRAS CVG;;10078;;1;50667;0;0;0725;CVG;;;;110000
01;;;;FILTRO PURIFICADOR DE AGUA 14 LITROS CASALLINI;;02898;;1;71061;0;0;0292;CASALLINI;;;;125000
01;;;;FORRO LAVADORA 9KG FL9;9KG FL9;00378;;5;78431,35;0;0;01;PRINCIPAL;;;;28000
01;;;;FREIDORA ELECTRICA 17LR311B;17LR311B;00160;;2;560224,08;0;0;01;PRINCIPAL;;;;450000
01;;;;FUMIGADORA FCE 20 PLASTIOCA;FCE 20 PLASTIOCA;03229;;1;122866;0;0;0312;PLASTIOCA;;;;190000
01;;;;HAWAIANA ALOHA CONZA T/37-44 VENUS;;03928;;1;12437;0;0;0370;VENUS;37/44;;;20000
01;;;;HORNO ESTUFA ALUMINIO FUNDIDO CUADRADO;;00399;;1;33013,21;0;0;01;PRINCIPAL;;;;55000
01;;;;JABONERO PLAZA PASA;;01313;;1;4000;0;0;0082;PLAZA PASA;;;;8500
01;;;;JARRO CERVECERO 0314AL HAMBURGO CRISTAR;0314AL;01219;;41;217572,1121;1;0;0021;CRISTAR;;;;10500
01;;;;JARRO SORBETE CRISTAL;;00439;;1;4761,9;0;0;01;PRINCIPAL;;;;8500
01;;;;JUEGO DE POSILLOS TE X6 190CC GGK190;GGK190;01558;;7;9411,78;0;0;01;PRINCIPAL;;;;24000
01;;;;JUEGO DE SALEROS EN VIDRIO COLOR ACERO;;01565;;2;24649,86;0;0;01;PRINCIPAL;;;;22000
01;;;;JUEGO DE TE ESTUCHE TRANSPARENTE 7099;7099;01849;;1;14845,94;0;0;01;PRINCIPAL;;;;26500
01;;;;JUEGO DE TINTEROS DECORADO SURTIDO JUANCHO;;04040;;1;14000;0;0;0310;JUANCHO;;;;24500
01;;;;JUEGO DE UTENSILIOS BBQ 4 PIEZAS HOME ELEMENTS;;01338;;2;34213,68;0;0;0003;HOME ELEMENTS;;;;28500
01;;;;JUEGO TINTERO JT22;JT22;00467;;1;7002,8;0;0;01;PRINCIPAL;;;;12500
01;;;;JUEGO TINTERO JT22;JT22;00468;;1;13445,38;0;0;01;PRINCIPAL;;;;24000
01;;;;LAPICERO PUNTA FINA OFFI-ESCO;;09021;;1;840,34;0;0;0665;OFFI-ESCO;;;;1300
01;;;;LECTOR DE CODIGO DE BARRAS 2D W2 JALTECH;W2;04559;;1;361261;0;0;0408;JALTECH;;;;470000
01;;;;LIMPIA PANTALLA SCRUB-FORM;SCRUB-FORM;00490;;1;7469,65;0;0;01;PRINCIPAL;;;;12000
01;;;;LIMPION PEQUEÑO TOALLA;;02590;;10;5000;0;0;0052;COLPLAST;;;;1000
01;;;;LINTERNA BICICLETA RECARGABLE USB;;02618;;1;6800;0;0;01;PRINCIPAL;;;;13600
01;;;;LINTERNA RECARGABLE 7W NT-L3167 NANO-TEC;NT-L3167;09335;;1;28151;0;0;0351;NANO-TEC;;;;55000
01;;;;MAQUINA QUITA CALLOS;;03427;;1;22000;0;0;0310;JUANCHO;;;;38000
01;;;;MARCADO BORRABLE NEGRO TRITON;;09026;;2;2396,52;0;0;0395;TRITON;;;;3500
01;;;;MEMORIA MICROSD CLASE 10 SDCS2 128GB KINGSTON;SDCS2;05896;;1;54281;0;0;0445;KINGSTON;;;;80000
01;;;;MEMORIA USB 8GB JL8T JALTECH;JL8T;04560;;1;10916;0;0;0408;JALTECH;;;;15000
01;;;;MENAJE PARA COCINA PLASTICO 490;490;01868;;9;27731,07;0;0;01;PRINCIPAL;;;;5500
01;;;;MESON EN ACERO 1.50 LARGO X 60 DE ANCHO JUANCHO;;03935;;1;530000;1;0;0310;JUANCHO;;;;885000
01;;;;"MOTOBOMBA 2"" 6.5 GM200W FORTE";GM200W FORTE;00261;;2;1182695,3;0;0;0092;FORTE;;;;950000
01;;;;MULTIMAKER TX-103X EURO HOME;TX-103X;00552;;1;61624,65;0;0;0228;EURO HOME;;;;110000
01;;;;MUÑECA CON ACCESORIOS 33240CD JUANCHO;33240CD;04482;;1;53782;0;0;0310;JUANCHO;;;;75000
01;;;;NEVERA PORTA HIELO 2.5 LITROS BLANCA HOME ELEMENTS;;05050;;5;114262,5;0;0;0003;HOME ELEMENTS;;;;45000
01;;;;NEVERA PORTAHIELO 2.5 LITROS NEGRA HE-PH25N HOME ELEMENTS;HE-PH25N;05039;;5;114262,5;0;0;0003;HOME ELEMENTS;;;;45000
01;;;;OLLA ALUMINIO 60X50 ALUMTOL;ALUMTOL;00558;;1;138055,22;0;0;0077;ALUMTOL;;;;230000
01;;;;OLLA No 32 SUPER GOLDEN ALUMINIOS;;01386;;1;27010,8;0;0;0093;SUPER GOLDEN;;;;45000
01;;;;ORGANIZADOR DE HERRAMIENTA 108 SAN BERNARDO;108 SAN BERNARDO;02322;;3;47058,81;0;0;0193;SAN BERNARDO;;;;28000
01;;;;PAILA BRILL/MART No 18 SANRO;;02092;;2;15006;0;0;0095;SANRO;;;;12500
01;;;;PANTALON HOMBR EYOGA GRIS TALLA S/M/L KYD;;03913;;1;11000;0;0;0366;KYD;;;;90000
01;;;;"PARLANTE 12"" MEIRENDE SPEAKER K12-2";K12-2;00333;;1;206851,97;0;0;0097;MEIRENDE;;;;320000
01;;;;PARRILLA DOBLE ALUMAR;ALUMAR;00618;;1;17106,84;0;0;0147;ALUMAR;;;;18500
01;;;;PLANCHA PARA PELO PRO TITANIUM L95704 UNIVERSAL;L95704;01342;;2;192966,08;0;0;0010;UNIVERSAL;;;;155000
01;;;;PLATON 15CM INDIA;;01446;;1;4501,8;0;0;0008;INDIA S.A;;;;7500
01;;;;POSILLO MELAMINA PUNTOS VERDE AZUL AMARILLO HE8214;HE8214;01977;;89;124649,84;0;0;01;PRINCIPAL;;;;2500
01;;;;POSILLO TE 270CC MELAMINA HE8214 RAYAS VERDE AZUL;HE8214;01983;;620;868347,2;0;0;0003;HOME ELEMENTS;;;;2500
01;;;;PROCESADOR DE ALIMENTOS HE-7091 HOME ELEMENTS;HE-7091;01839;;1;90258,33;0;0;0003;HOME ELEMENTS;;;;145000
01;;;;PUAS 15X500 MOTTO;15X500;03846;;2;243699;0;0;0360;MOTTO;;;;170000
01;;;;PUERTA NEVERA HACEB;;02215;;1;124494,24;0;0;0030;HACEB;;;;200000
01;;;;QUEMADOR ALUMINIO MEDIANO CONTINENTAL;;00798;;11;46218,48;0;0;0035;CONTINENTAL;;;;7000
01;;;;RACLETE ELECTRICO HOME ELEMENTS;;02217;;1;79676,31;0;0;0003;HOME ELEMENTS;;;;128000
01;;;;REFRACTARIA MEDIANA CUADRADA NADIR;;00834;;3;36974,79;0;0;0023;NADIR;;;;22000
01;;;;RELOJ DESPERTADOR DADOQA207200 TIMEMARK;;03979;;1;7800;0;0;0379;TIMEMARK;;;;12000
01;;;;RELOJ DIGITAL DE PARED KD-3810N KADIO;KD-3810N KADIO;02943;;2;44673,4826;0;0;0298;KADIO;;;;45000
01;;;;RELOJ SMART A-67-L8 SMARTWATCH;;03642;;1;44000;0;0;0310;JUANCHO;;;;60000
01;;;;RELOJ SMARTWATCH A-67L8 JUANCHO;A-67L8;04366;;1;37500;0;0;0310;JUANCHO;;;;58000
01;;;;REMACHES CON ARANDELA 8X1;;00838;;1;23109,24;0;0;01;PRINCIPAL;;;;38500
01;;;;REPISA 3 NIVELES CHEKO;CHEKO;00503;;1;9243,7;0;0;0109;CHEKO;;;;16500
01;;;;REPRODUCTOR MP3 N10 GRIS YCW;N10 GRIS YCW;00843;;1;17429,19;0;0;0261;YCW;;;;28000
01;;;;REPRODUCTOR MP3 N10 NEGRO YCW;;00844;;1;17429,19;0;0;0261;YCW;;;;28000
01;;;;RESMA DE PAPEL BLANCA CARTA REPROGRAF;;09022;;2;33614;0;0;0666;REPROGRAF;;;;26000
01;;;;SANDALIA HOMBRE GRIS CAUCHOSOL SOLIMAR;SOLIMAR;07142;;1;28151;0;0;0537;SOLIMAR;;;;45000
01;;;;SANDALIA RENO GRIS BLANCO;;04055;;1;9995;0;0;0310;JUANCHO;;;;15000
01;;;;SILENCIADOR MS 310 STH;MS 310;07247;;1;63025;0;0;0310;JUANCHO;;;;85000
01;;;;SOPORTE PARED SF632-LA PANASONIC;SF632-LA;00916;;1;28011,2;0;0;0041;PANASONIC;;;;45000
01;;;;SURTIDOR DE AGUA AZUL 901765E0 CASA PIKA;901765E0 PIKA;03076;;1;38224;1;0;0262;PIKA;;;;65000
01;;;;TABLERO ACRILICO 1.20X1.60 METROS JUANCHO;;04990;;4;460000;0;0;0310;JUANCHO;;;;235000
01;;;;"TAILGATE BT SPEAKER 8"" MAXI HOUSE MH-B6606C";MH-B6606C;00927;;1;261437,91;0;0;0139;MAXIHOUSE;;;;420000
01;;;;TANQUE DE AGUA BAJITO 1000 LITROS POLINTER026 SIN HUECOS;POLINTER026;02712;;1;291750;0;0;0276;AQUATANK;;;;460000
01;;;;TANQUE DE AGUA C/TAPA 1000 LITROS POLINTER003 AQUATANK;POLINTER003;02710;;1;198000;0;0;0276;AQUATANK;;;;408000
01;;;;TARJETA RED MINI TL-WN823N USB 300MBPS PTP-LINK;TL-WN823N;03945;;3;65547;0;0;0373;PTP-LINK;;;;35000
01;;;;TAZON ECONOMICO 125;125;00946;;8;15686,24;0;0;01;PRINCIPAL;;;;3500
01;;;;TETERA 3 LITROS KHO11B KATTENHOFF;KHO11B;04779;;1;46218,3333;0;0;0356;KATTENHOFF;;;;125000
01;;;;TIJERA MULTIUSOS 6076 ACERO HOME ELEMENTS;6076;00978;;1;3641,46;0;0;0003;HOME ELEMENTS;;;;6500
01;;;;TINTA 748XXL COLORES EPSON;;03693;;1;205882,1667;0;0;0006;EPSON;;;;318500
01;;;;TOALLA No 2 70X140 74KR350 CORAL;74KR350 CORAL;00979;;2;24649,86;0;0;0225;CORAL;;;;22000
01;;;;TRINCHE ECONOMICO;;01493;;157;141300;0;0;01;PRINCIPAL;;;;1499,4
01;;;;TRITURADOR DE HIELO SY-110 ICE CRUSHER;SY-110;03237;;2;613445,38;2;0;0315;ICER CRUSHER;;;;515000
01;;;;"TV 32"" SMART 32LK540BPDA LG";32LK540BPDA LG;02542;;1;610404,1245;0;0;0019;LG;;;;820000
01;;;;"TV 43"" TRUSOUND LT-43KD475 JVC";LT-43KD475;01172;;1;808015,51;0;0;0064;JVC;;;;1250000
01;;;;UPS NICOMAR INTERACTIVA 750VA MICRONET POWEST;;04387;;1;121849;0;0;0399;POWEST;;;;300000
01;;;;"VENTILADOR METALICO 8"" NEGRO SILVER CROWN";;02605;;20;504201,6;0;0;0266;SILVER CROWN;;;;45000
01;;;;ZAPATOS DEPORTIVOS ALTOS HOMBRE TELA BLANCO VENUS;;03924;;2;33613;0;0;0370;VENUS;37;;;73000
01;;;;ZAPATOS DEPORTIVOS ALTOS HOMBRE TELA BLANCO VENUS;;03925;;3;58992;0;0;0370;VENUS;39;;;73000
01;;;;ZAPATOS DEPORTIVOS ALTOS HOMBRE TELA BLANCO VENUS;;03926;;1;19496;0;0;0370;VENUS;40;;;73000
01;;;;ZAPATOS DEPORTIVOS DAMA TELA BLANCO VENUS;;03919;;1;14454;0;0;0370;VENUS;34;;;73000
01;;;;ZAPATOS DEPORTIVOS DAMA TELA BLANCO VENUS;;03920;;3;43361;0;0;0370;VENUS;35;;;73000
01;;;;ZAPATOS DEPORTIVOS DAMA TELA BLANCO VENUS;;03921;;1;14454;0;0;0370;VENUS;36;;;73000
01;;;;ZAPATOS DEPORTIVOS DAMA TELA BLANCO VENUS;;03922;;2;28908;0;0;0370;VENUS;37;;;73000
01;01;01;;HORNO FREIDOR 22 LITROS TO3217SS-LA GRIS BLACK & DECKER;TO3217SS-LA;08102;;1;222172,39;0;0;0014;BLACK & DECKER;;;;360000
01;01;01;;HORNO FREIDOR 25LTS TSSTVLS25 PLATEADO OSTER;TSSTVLS25;07658;;4;1141938,827;0;0;0007;OSTER;;;;460000
01;01;01;;HORNO FREIDOR 42 LITROS TSSTTVFDMAFNS INOX P/FRANCESA OSTER;TSSTTVFDMAFNS;08349;;3;1391079;0;0;0007;OSTER;;;;720000
01;01;01;;HORNO FREIDOR MULTIFUNCIONAL TO3265XSS-LA BLACK & DECKER;TO3265XSS-LA;05067;;2;797822,6667;0;0;0014;BLACK & DECKER;;;;625000
01;01;01;;HORNO TOSTADOR  TOD3300SSD DIGITAL BLACK & DECKER;TOD3300SSD;05796;;3;710924,5;0;0;0014;BLACK & DECKER;;;;380000
01;01;01;;HORNO TOSTADOR-FREIDOR 20 LITROS K-HA20 INOX KALLEY;K-HA20;09881;;2;613226;0;0;0011;KALLEY;;;;475000
01;01;01;;HORNO TOSTADOR-FREIDOR 24 LITROS TOD3315 BLACK & DECKER;TOD3315;07864;;2;629276;0;0;0014;BLACK & DECKER;;;;505000
01;01;02;;HORNO MICROONDAS 0.7 FT K-MW07BL BLANCO KALLEY;K-MW07BL;07974;;1;222580;0;0;0011;KALLEY;;;;345000
01;01;02;;HORNO MICROONDAS 0.7FT 20LTS AM1807B ACROSS;AM1807B;10323;;2;351260;0;0;0032;WHIRLPOOL;;;;285000
01;01;02;;HORNO MICROONDAS 0.7FT K-MW07BN NEGRO KALLEY;K-MW07BN;07855;;1;211199;0;0;0011;KALLEY;;;;330000
01;01;02;;HORNO MICROONDAS 0.7FT K-MW07N NG 700W KALLEY;K-MW07N;02503;;2;463071,6733;0;0;0011;KALLEY;;;;365000
01;01;02;;HORNO MICROONDAS 0.7FT MMDF07S2MG TIPO ESPEJO MIDEA;MMDF07S2MG;09444;;2;418488;0;0;0493;MIDEA;;;;325000
01;01;02;;HORNO MICROONDAS 0.7FT WM1807W 700W BLANCA WHIRLPOOL;WM1807W;06169;;1;210000;1;0;0032;WHIRLPOOL;;;;325000
01;01;02;;HORNO MICROONDAS 0.8P AMW831K BLANCO SAMSUNG;AMW831K;06814;;1;251261;0;0;0016;SAMSUNG;;;;405000
01;01;02;;HORNO MICROONDAS 0.9FT K-MW09G KALLEY;K-MW09G;04876;;1;291681;0;0;0011;KALLEY;;;;455000
01;01;02;;HORNO MICROONDAS 1.1 K-MW11G PLATA KALLEY;K-MW11G;04882;;1;330143;0;0;0011;KALLEY;;;;512000
01;01;02;;HORNO MICROONDAS 1.4FT MMDK14S2MB NG TIPO ESPEJO MIDEA;MMDK14S2MB;09445;;1;335295;0;0;0493;MIDEA;;;;520000
01;01;02;;HORNO MICROONDAS 1.7FT WM1807D 700W SILVER WHIRLPOOL;WM1807D;06160;;1;284034;0;0;0032;WHIRLPOOL;;;;440000
01;01;02;;HORNO MICROONDAS 4EN1 1.5FT  NEOCHEF MH1596DIR LG;MH1596DIR;08119;;1;503362;0;0;0019;LG;;;;780000
01;01;02;;HORNO MICROONDAS AR MH 0.7 FT BLANCO HACEB;AR HM;05550;;2;335238;0;0;0030;HACEB;;;;310000
01;01;02;;HORNO MICROONDAS MG402MADXBB SAMSUNG;MG402MADXBB;02468;;38;14531264,02;0;0;0016;SAMSUNG;;;;600000
01;01;03;;HORNO DE EMPOTRAR MIXTO 60CM EE NEGRO HM6017GWAI0 MABE;HM6017GWAI0;04701;;1;822771,5;0;0;0033;MABE;;;;1288000
01;01;03;;HORNO DE EMPOTRAR MIXTO HM6013GWAI0 60CM NG MABE;HM6013GWAI0;06840;;2;1428572;0;0;0033;MABE;;;;1125000
01;01;03;;HORNO EMPOTRAR GRATINADOR HGE-20VGTL NEGRO ABBA;HGE-20VGTL NEGRO;02537;;3;1525209;0;0;0017;ABBA;;;;790000
01;01;04;;HORNO ASADOR 12 POLLOS A CARBON INOX 430 MUNDIAL DE EQUIPOS;HA12PINOX430CB;10605;;1;2200000;0;0;0662;MUNDIAL DE EQUIPOS;;;;3730000
01;01;04;;HORNO ASADOR 12 POLLOS A GAS INOX 430 MUNDIAL DE EQUIPOS;HA12PINOX430G;10079;;1;1950000;0;0;0662;MUNDIAL DE EQUIPOS;;;;3345000
01;01;04;;HORNO MULTIUSOS INOXIDABLE JUANCHO;HMINOXJN;06591;;2;920000;0;0;0310;JUANCHO;;;;690000
01;01;04;;HORNO PANADERO 1 RECAMARA L/CORTA HPLCJN JUANCHO;HPLCJN;09740;;2;1038415,36;0;0;0310;JUANCHO;;;;865000
01;01;04;;HORNO PANADERO 2 RECAMARAS LATA LARGA JUANCHO;HP2RLL;02300;;1;678228,29;0;0;01;PRINCIPAL;;;;1205000
01;01;04;;HORNO PANADERO 4 PUESTOS INOX TERMOMETRO MUNDIAL DE EQUIPOS;HP4PINXMDE;10035;;1;1750000;0;0;0662;MUNDIAL DE EQUIPOS;;;;3095000
01;01;04;;HORNO PANADERO 4 RECAMARAS HP4R LATA LARGA JUANCHO;HP4R JUANCHO;02480;;1;963585,41;0;0;0310;JUANCHO;;;;1705000
01;01;04;;HORNO PANADERO 4 RECAMARAS HP4RLC LATA CORTA JUANCHO;HP4RLC JUANCHO;10080;;1;831932,78;0;0;0310;JUANCHO;;;;1500000
01;01;04;;HORNO PARA LECHONA JUANCHO;HLECH;03063;;1;660263,87;0;0;0310;JUANCHO;;;;1100000
01;01;04;;HORNO PIZZERO 2 CAMARA HPZZ2 JUANCHO;HPZZ2;04120;;2;1437500;0;0;0310;JUANCHO;;;;1170000
01;02;;;NEVECON 158 LITROS WD1610S GRIS SBS WHIRLPOOL;WD1610S;10504;;1;2878151;0;0;0032;WHIRLPOOL;;;;4455000
01;02;;;NEVECON 519 LITROS 2P GS51BPP SIDE BY SIDE SILVER LG;GSBPP;08483;;1;3193277;0;0;0019;LG;;;;4940000
01;02;;;NEVECON 529 LITROS ERSA53K3HVB NEGRO SIDE BY SIDE ELECTROLUX;ERSA53K3HVB;08477;;1;3295546,22;-1;0;0031;ELECTROLUX;;;;5100000
01;02;;;NEVECON EUROPEO 625 LITROS RF22A4220SG FRENCH DOOR SAMSUNG;RF22A4220SG;07045;;1;3930252;0;0;0016;SAMSUNG;;;;6295000
01;02;;;NEVECON FAMILY HUB 781 LITROS RS27T5561B1CO SBS SAMSUNG;RS27T5561;06567;;2;13994958;0;0;0016;SAMSUNG;;;;10830000
01;02;;;NEVECON RS27T5200S GR 801 LITROS INVERTER SAMSUNG;RS27T5200S;05475;;1;4644694;0;0;0016;SAMSUNG;;;;7190000
01;02;;;NEVECON SIDE BY SIDE 647LTS RS23T5B00S9 SILVER SAMSUNG;RS23T5B00S9;07636;;1;3289916;0;0;0016;SAMSUNG;;;;5090000
01;02;;;NEVECON TIPO EUROPEO 674 LITROS WRQ551SNJZ INOX WHIRLPOOL;WRQ551SNJZ;06566;;1;4523529;0;0;0032;WHIRLPOOL;;;;6998000
01;02;;;NEVERA 1 PUERTA 205 LITROS D/D AGUA RMU210NACG1 GRIS MABE;RMU210NACG1;08231;;12;10073949;4;0;0033;MABE;;;;1300000
01;02;;;NEVERA 298 LITROS INVERTER RT29K571JS8CO GRIS SAMSUNG;RT29K571JS8CO;04090;;3;4535295;0;0;0016;SAMSUNG;;;;2340000
01;02;;;NEVERA 320 LITROS INVERTER RT32K571JS8CO GRIS SAMSUNG;RT32K571JS8CO;04089;;1;1552941;0;0;0016;SAMSUNG;;;;2405000
01;02;;;NEVERA A GAS PROPANO 265 LITROS XCD-275 LLAMAGAS;XCD-275;07051;;1;4950000;0;0;0529;LLAMAGAS;;;;6930000
01;02;;;NEVERA CONVENCIONAL 181 LITROS MDRD268FGM50 SILVER MIDEA;MDRD268FGM50;10595;;2;1662186;0;0;0493;MIDEA;;;;1288000
01;02;;;NEVERA CONVENCIONAL 220 LITROS NEV220CETIR2 HACEB;NEV 220 CE TI R2;09690;;4;3559792,96;1;0;0030;HACEB;;;;1380000
01;02;;;NEVERA CONVENCIONAL 235 LITROS RMU235NACG1 GRAFITO MABE;RMU235NACG1;08465;;5;4495378,15;1;0;0033;MABE;;;;1395000
01;02;;;NEVERA CONVENCIONAL FROST 187 LITROS K-N187L2 GRIS KALLEY;K-N187L2;09880;;2;1678990;0;0;0011;KALLEY;;;;1300000
01;02;;;NEVERA EUROPEA 432 LITROS RL4363SBABS SAMSUNG;RL4363SBABS SAMSUNG;02872;;1;3097479;0;0;0016;SAMSUNG;;;;4795000
01;02;;;NEVERA MINIBAR 121 LITROS CR121 TITANIUM NG CHALLENGER;CR21 TT NG;09834;;2;1277312;0;0;0044;CHALLENGER;;;;990000
01;02;;;NEVERA MINIBAR 47 LITROS ERD50W3HUS 1P SILVER ELECTROLUX;ERD50W3HUS;06964;;4;2004482,667;0;0;0031;ELECTROLUX;;;;765000
